age,income,employment_years,credit_score,loan_amount,loan_term_months,loan_purpose,marital_status,dependents,existing_debt,home_ownership,education_level,num_of_credit_lines,previous_defaults,months_since_last_default,debt_to_income,loan_to_income,interest_rate,approved,approval_prob
41,37107.0,3.0,637.0,18251,72,home_improvement,married,0,41040.0,own,bachelor,3,0,,1.106,0.492,0.18,0,0.084
58,57450.0,2.0,692.0,2269,36,debt_consolidation,married,0,20320.0,rent,high_school,4,0,,0.354,0.039,0.062,1,0.621
69,69023.0,4.0,650.0,15538,36,debt_consolidation,divorced,1,54327.0,own,bachelor,7,0,,0.787,0.225,0.12,0,0.516
66,45012.0,4.0,646.0,500,60,education,married,0,,rent,master,3,0,,,0.011,0.079,0,0.592
66,20920.0,6.0,580.0,18050,72,personal,married,1,18672.0,rent,bachelor,6,0,,0.893,0.863,0.283,0,0.079
69,31605.0,3.0,664.0,20643,36,car,married,2,2857.0,own,master,3,0,,0.09,0.653,0.199,0,0.33
29,55092.0,5.0,604.0,16758,60,personal,married,1,13694.0,mortgage,bachelor,3,0,,0.249,0.304,0.159,1,0.467
56,54788.0,5.0,720.0,8037,48,debt_consolidation,married,1,0.0,mortgage,bachelor,2,0,,0.0,0.147,0.069,1,0.753
19,56031.0,5.0,583.0,23786,72,business,married,0,23583.0,own,bachelor,2,0,,0.421,0.425,0.194,0,0.277
20,63032.0,5.0,672.0,11006,24,personal,single,0,0.0,mortgage,bachelor,4,0,,0.0,0.175,0.099,1,0.773
66,50145.0,3.0,629.0,13116,72,education,married,1,34993.0,rent,bachelor,6,0,,0.698,0.262,0.138,0,0.395
54,56626.0,10.0,671.0,9903,48,personal,married,1,0.0,other,high_school,3,0,,0.0,0.175,0.1,1,0.806
66,48874.0,5.0,645.0,12321,72,car,married,0,5428.0,mortgage,bachelor,4,0,,0.111,0.252,0.128,1,0.615
34,78718.0,4.0,585.0,33712,48,debt_consolidation,single,0,6267.0,own,bachelor,4,0,,0.08,0.428,0.193,0,0.634
66,85809.0,4.0,738.0,14950,48,debt_consolidation,single,0,0.0,rent,high_school,2,0,,0.0,0.174,0.066,1,0.849
19,20275.0,7.0,579.0,2304,60,car,single,0,13519.0,own,bachelor,6,0,,0.667,0.114,0.133,0,0.309
19,43619.0,3.0,701.0,5407,60,personal,married,0,1998.0,rent,master,5,0,,0.046,0.124,0.074,1,0.718
45,50818.0,6.0,514.0,12238,48,debt_consolidation,married,0,31064.0,mortgage,other,2,0,,0.611,0.241,0.191,0,0.224
40,43327.0,2.0,627.0,7054,48,education,single,0,0.0,rent,master,4,0,,0.0,0.163,0.119,1,0.63
54,94823.0,4.0,772.0,24497,60,business,married,0,16315.0,own,high_school,6,0,,0.172,0.258,0.066,1,0.883
49,55599.0,4.0,628.0,831,72,debt_consolidation,single,0,8710.0,rent,bachelor,5,0,,0.157,0.015,0.089,1,0.72
50,,4.0,658.0,13809,12,debt_consolidation,single,2,6800.0,rent,high_school,6,0,,0.136,0.276,0.163,1,0.48
18,64911.0,8.0,778.0,25106,48,home_improvement,married,0,11372.0,rent,bachelor,9,0,,0.175,0.387,0.088,1,0.915
36,56774.0,5.0,639.0,8699,60,debt_consolidation,married,1,20624.0,rent,master,5,0,,0.363,0.153,0.111,1,0.621
19,57605.0,8.0,671.0,19391,60,debt_consolidation,married,1,0.0,mortgage,master,3,0,,0.0,0.337,0.132,1,0.751
61,95197.0,5.0,698.0,14597,60,debt_consolidation,single,0,10714.0,rent,master,3,0,,0.113,0.153,0.082,1,0.857
43,58770.0,7.0,540.0,14684,60,debt_consolidation,married,3,0.0,mortgage,high_school,6,0,,0.0,0.25,0.18,1,0.731
49,42408.0,8.0,611.0,20119,60,education,married,2,0.0,mortgage,high_school,6,0,,0.0,0.474,0.189,1,0.716
23,5000.0,3.0,660.0,500,60,medical,single,3,13654.0,rent,master,4,0,,2.73,0.1,0.09,0,0.01
49,45865.0,4.0,522.0,27034,72,medical,widowed,1,26500.0,rent,master,5,0,,0.578,0.589,0.257,0,0.151
21,82649.0,6.0,760.0,500,60,car,married,2,33267.0,own,bachelor,7,0,,0.403,0.006,0.03,1,0.891
28,47721.0,4.0,711.0,26359,60,personal,single,0,1273.0,mortgage,bachelor,3,0,,0.027,0.552,0.155,1,0.557
34,5000.0,4.0,699.0,19340,24,personal,married,0,0.0,own,bachelor,5,0,,0.0,3.867,0.35,0,0.01
55,37541.0,6.0,756.0,19731,36,personal,single,1,11053.0,own,bachelor,5,0,,0.294,0.526,0.127,1,0.571
41,74817.0,2.0,708.0,31146,48,home_improvement,married,2,0.0,mortgage,high_school,2,0,,0.0,0.416,0.129,1,0.666
22,63645.0,4.0,632.0,26835,60,personal,married,2,16620.0,mortgage,bachelor,3,0,,0.261,0.422,0.168,0,0.47
69,29003.0,2.0,519.0,23142,36,business,single,0,0.0,mortgage,bachelor,2,0,,0.0,0.798,0.3,0,0.133
51,35868.0,8.0,596.0,12055,24,debt_consolidation,married,1,15135.0,own,high_school,6,0,,0.422,0.336,0.169,0,0.482
23,39732.0,7.0,598.0,11393,36,debt_consolidation,married,1,0.0,rent,other,4,0,,0.0,0.287,0.158,1,0.624
39,33432.0,2.0,700.0,23415,60,medical,widowed,0,0.0,mortgage,high_school,13,0,,0.0,0.7,0.19,1,0.746
28,5000.0,5.0,656.0,19528,60,debt_consolidation,single,0,0.0,rent,bachelor,1,0,,0.0,3.905,0.35,0,0.022
65,69090.0,6.0,525.0,18012,72,debt_consolidation,married,0,15955.0,own,bachelor,3,1,26.0,0.231,0.261,0.24,0,0.28
33,81426.0,7.0,719.0,14431,36,car,married,0,0.0,mortgage,bachelor,5,0,,0.0,0.177,0.076,1,0.899
50,12039.0,7.0,756.0,10922,36,education,single,1,18189.0,mortgage,high_school,5,0,,1.511,0.907,0.203,0,0.092
26,81096.0,7.0,768.0,1100,48,personal,single,0,36659.0,mortgage,bachelor,4,0,,0.452,0.014,0.03,1,0.833
23,47424.0,6.0,560.0,21436,36,car,married,1,35066.0,rent,high_school,4,0,,0.739,0.452,0.21,0,0.191
33,80628.0,5.0,676.0,13183,60,education,married,1,0.0,other,bachelor,7,0,,0.0,0.164,0.095,1,0.942
46,50949.0,5.0,569.0,12533,36,debt_consolidation,single,0,0.0,rent,high_school,3,0,,0.0,0.246,0.165,1,0.569
20,53389.0,8.0,805.0,500,12,medical,divorced,1,17218.0,rent,high_school,4,0,,0.322,0.009,0.03,1,0.812
37,59311.0,7.0,652.0,15927,48,home_improvement,single,0,0.0,mortgage,master,2,0,,0.0,0.269,0.128,1,0.695
53,30248.0,4.0,620.0,1366,36,personal,married,0,19282.0,mortgage,bachelor,5,1,85.0,0.637,0.045,0.149,0,0.154
36,79867.0,5.0,606.0,10654,12,home_improvement,married,0,0.0,own,high_school,7,1,58.0,0.0,0.133,0.174,1,0.699
18,21965.0,8.0,677.0,101357,48,home_improvement,married,0,8927.0,own,phd,2,0,,0.406,4.614,0.27,0,0.162
20,39948.0,5.0,691.0,15633,36,home_improvement,single,0,24162.0,own,high_school,2,0,,0.605,0.391,0.133,0,0.277
36,63107.0,,518.0,13946,48,personal,married,2,0.0,rent,high_school,1,0,,0.0,0.221,0.185,0,0.398
37,37270.0,3.0,762.0,7734,36,personal,married,0,8246.0,mortgage,high_school,8,0,,0.221,0.208,0.061,1,0.757
49,69438.0,7.0,688.0,9525,48,debt_consolidation,married,1,8045.0,rent,bachelor,2,0,,0.116,0.137,0.083,1,0.775
24,84397.0,3.0,761.0,30854,72,home_improvement,married,0,19096.0,mortgage,bachelor,3,0,,0.226,0.366,0.093,1,0.739
69,75314.0,8.0,787.0,22797,48,medical,single,1,0.0,rent,high_school,2,0,,0.0,0.303,0.067,1,0.841
58,5000.0,1.0,642.0,10379,48,personal,married,0,0.0,rent,high_school,6,0,,0.0,2.075,0.35,0,0.047
50,53146.0,5.0,719.0,13945,72,home_improvement,single,0,0.0,own,bachelor,6,0,,0.0,0.262,0.093,1,0.822
57,75717.0,3.0,604.0,17473,36,debt_consolidation,widowed,1,29878.0,own,bachelor,5,1,60.0,0.395,0.231,0.194,0,0.337
56,17081.0,5.0,613.0,19381,36,home_improvement,single,1,22523.0,own,master,4,0,,1.319,1.135,0.32,0,0.027
35,68090.0,5.0,776.0,14757,36,car,single,0,9634.0,rent,bachelor,5,0,,0.141,0.217,0.055,1,0.841
57,66687.0,2.0,591.0,500,48,home_improvement,single,0,9233.0,rent,bachelor,2,0,,0.138,0.007,0.106,1,0.569
18,19698.0,7.0,666.0,14685,48,debt_consolidation,married,1,16378.0,mortgage,bachelor,9,0,,0.831,0.745,0.216,0,0.259
28,70856.0,2.0,577.0,14075,12,debt_consolidation,single,0,,own,bachelor,3,0,,,0.199,0.151,0,0.448
45,56817.0,4.0,598.0,35573,60,medical,married,1,0.0,own,bachelor,3,0,,0.0,0.626,0.226,1,0.427
42,66260.0,5.0,610.0,41918,24,personal,married,0,0.0,own,high_school,3,0,,0.0,0.633,0.222,1,0.531
67,25842.0,4.0,766.0,21422,72,personal,single,1,0.0,own,bachelor,2,0,,0.0,0.829,0.183,0,0.386
40,53753.0,4.0,691.0,8229,72,medical,single,0,4811.0,mortgage,master,1,0,,0.09,0.153,0.085,1,0.576
48,7378.0,5.0,717.0,21790,72,personal,married,0,12729.0,mortgage,high_school,8,0,,1.725,2.953,0.35,0,0.01
47,5000.0,4.0,505.0,500,60,debt_consolidation,single,0,25188.0,rent,bachelor,2,0,,5.037,0.1,0.168,0,0.02
59,53521.0,4.0,653.0,9673,24,education,single,1,0.0,own,bachelor,5,0,,0.0,0.181,0.11,1,0.781
52,77515.0,5.0,619.0,500,60,debt_consolidation,single,0,0.0,rent,high_school,1,0,,0.0,0.006,0.092,1,0.752
24,56323.0,7.0,689.0,20506,36,medical,single,1,11960.0,own,high_school,4,0,,0.212,0.364,0.128,1,0.641
33,48414.0,6.0,843.0,2893,60,personal,single,0,13819.0,own,high_school,3,0,,0.285,0.06,0.03,1,0.79
43,45312.0,6.0,459.0,12130,36,personal,married,1,7005.0,rent,bachelor,3,0,,0.155,0.268,0.224,0,0.329
65,26436.0,8.0,682.0,14559,36,car,married,1,0.0,mortgage,bachelor,5,0,,0.0,0.551,0.169,0,0.61
69,44453.0,5.0,826.0,14711,72,business,married,1,0.0,rent,bachelor,5,0,,0.0,0.331,0.053,1,0.816
66,60542.0,2.0,609.0,10271,12,personal,single,0,7945.0,mortgage,high_school,6,0,,0.131,0.17,0.13,1,0.654
19,39119.0,4.0,662.0,18367,36,debt_consolidation,married,0,0.0,rent,bachelor,3,0,,0.0,0.47,0.163,0,0.517
18,68765.0,6.0,704.0,2458,48,business,single,1,0.0,other,high_school,1,0,,0.0,0.036,0.055,1,0.777
65,54899.0,3.0,478.0,32393,60,debt_consolidation,divorced,2,0.0,own,high_school,2,0,,0.0,0.59,0.279,0,0.277
29,57924.0,3.0,671.0,4659,48,personal,married,0,17530.0,rent,bachelor,2,0,,0.303,0.08,0.08,0,0.53
22,72217.0,5.0,586.0,15397,60,debt_consolidation,single,1,0.0,rent,bachelor,2,1,116.0,0.0,0.213,0.2,0,0.418
54,36831.0,5.0,814.0,21250,60,debt_consolidation,single,0,0.0,rent,master,5,0,,0.0,0.577,0.108,1,0.746
49,66485.0,6.0,633.0,21827,24,medical,single,2,2238.0,rent,high_school,7,0,,0.034,0.328,0.149,1,0.782
26,40338.0,2.0,593.0,22754,48,debt_consolidation,single,2,21291.0,rent,bachelor,2,0,,0.528,0.564,0.216,0,0.15
58,58488.0,6.0,718.0,500,60,debt_consolidation,married,0,9655.0,rent,bachelor,5,0,,0.165,0.009,0.043,1,0.845
52,33856.0,4.0,689.0,5826,48,car,single,0,26532.0,rent,bachelor,6,0,,0.784,0.172,0.09,0,0.353
36,27232.0,3.0,722.0,16359,48,personal,divorced,0,24233.0,own,high_school,5,0,,0.89,0.601,0.159,0,0.155
65,52297.0,4.0,803.0,19812,12,debt_consolidation,single,0,0.0,rent,bachelor,7,0,,0.0,0.379,0.074,1,0.873
33,5000.0,2.0,603.0,27571,24,personal,married,2,12020.0,mortgage,bachelor,4,0,,2.404,5.513,0.35,0,0.01
20,42593.0,6.0,788.0,9860,24,personal,single,0,26466.0,rent,master,4,0,,0.621,0.231,0.052,0,0.542
37,9841.0,8.0,,5950,36,car,single,0,2758.0,mortgage,other,4,0,,0.28,0.605,0.121,1,0.474
41,69481.0,5.0,589.0,9532,24,education,divorced,1,13602.0,own,master,5,0,,0.196,0.137,0.133,1,0.734
50,76253.0,6.0,596.0,37594,48,debt_consolidation,married,1,0.0,mortgage,bachelor,6,0,,0.0,0.493,0.201,1,0.764
41,28401.0,5.0,654.0,30004,36,home_improvement,married,1,6617.0,rent,master,0,0,,0.233,1.056,0.284,0,0.128
69,60708.0,5.0,634.0,13305,60,debt_consolidation,married,0,6129.0,own,high_school,10,0,,0.101,0.219,0.127,1,0.868
28,72478.0,6.0,787.0,27848,60,debt_consolidation,widowed,2,19408.0,rent,high_school,4,0,,0.268,0.384,0.083,1,0.795
66,72562.0,4.0,581.0,9275,36,home_improvement,married,2,4248.0,mortgage,bachelor,2,0,,0.059,0.128,0.135,1,0.628
25,55361.0,4.0,670.0,24545,48,home_improvement,single,0,13232.0,mortgage,other,3,0,,0.239,0.443,0.154,0,0.489
53,68358.0,5.0,589.0,1211,72,medical,single,0,15717.0,mortgage,bachelor,3,0,,0.23,0.018,0.109,0,0.608
55,33767.0,5.0,659.0,18565,48,car,married,0,0.0,mortgage,high_school,6,0,,0.0,0.55,0.181,0,0.585
57,52078.0,4.0,821.0,25195,72,personal,married,1,3963.0,mortgage,bachelor,4,0,,0.076,0.484,0.086,1,0.738
37,38322.0,4.0,796.0,11734,24,debt_consolidation,married,1,16946.0,rent,high_school,2,1,57.0,0.442,0.306,0.113,0,0.258
52,31655.0,7.0,680.0,21134,60,debt_consolidation,single,0,37577.0,mortgage,bachelor,4,0,,1.187,0.668,0.194,0,0.113
65,50902.0,5.0,700.0,9384,48,car,divorced,1,0.0,rent,high_school,4,0,,0.0,0.184,0.087,1,0.752
42,58688.0,4.0,688.0,18035,12,debt_consolidation,married,0,17880.0,mortgage,high_school,3,0,,0.305,0.307,0.117,0,0.556
52,79088.0,3.0,626.0,10185,72,business,married,4,,rent,high_school,6,0,,,0.129,0.113,1,0.681
42,56629.0,9.0,803.0,23191,72,car,single,0,11434.0,rent,bachelor,2,0,,0.202,0.41,0.081,1,0.743
46,66048.0,6.0,756.0,2356,36,home_improvement,divorced,0,0.0,own,bachelor,2,0,,0.0,0.036,0.03,1,0.853
35,66332.0,6.0,669.0,4848,72,home_improvement,married,1,9214.0,rent,high_school,3,0,,0.139,0.073,0.08,1,0.757
63,117188.0,4.0,633.0,28057,24,home_improvement,married,0,0.0,mortgage,bachelor,4,0,,0.0,0.239,0.131,1,0.882
35,5000.0,7.0,638.0,500,60,home_improvement,divorced,0,2458.0,own,master,2,0,,0.492,0.1,0.101,0,0.258
19,32802.0,6.0,677.0,8590,36,debt_consolidation,divorced,0,15781.0,other,other,3,0,,0.481,0.262,0.114,0,0.394
52,86851.0,6.0,647.0,13579,36,debt_consolidation,single,1,9092.0,rent,master,1,0,,0.105,0.156,0.108,1,0.75
33,41200.0,2.0,741.0,18530,60,car,divorced,0,12940.0,mortgage,high_school,1,0,,0.314,0.45,0.12,0,0.33
58,72145.0,6.0,688.0,10222,36,debt_consolidation,married,3,0.0,mortgage,high_school,3,0,,0.0,0.142,0.084,1,0.833
53,55750.0,4.0,574.0,3742,12,business,single,0,836.0,rent,high_school,2,0,,0.015,0.067,0.126,0,0.561
50,102630.0,7.0,558.0,27263,48,debt_consolidation,single,0,19195.0,mortgage,bachelor,7,1,27.0,0.187,0.266,0.224,1,0.674
21,22174.0,8.0,729.0,25533,36,debt_consolidation,single,2,0.0,rent,bachelor,4,0,,0.0,1.151,0.266,0,0.404
50,80545.0,6.0,557.0,11207,60,debt_consolidation,married,2,0.0,rent,high_school,3,0,,0.0,0.139,0.149,1,0.749
31,93740.0,3.0,622.0,500,36,home_improvement,married,1,5416.0,rent,master,5,0,,0.058,0.005,0.09,1,0.855
38,24640.0,4.0,615.0,18062,60,debt_consolidation,single,0,2238.0,mortgage,master,4,0,,0.091,0.733,0.239,0,0.299
65,69572.0,5.0,551.0,16818,36,debt_consolidation,married,0,21541.0,rent,bachelor,1,1,91.0,0.31,0.242,0.223,0,0.207
37,25863.0,,675.0,8329,36,debt_consolidation,married,1,0.0,rent,bachelor,6,0,,0.0,0.322,0.127,1,0.621
25,50754.0,5.0,640.0,500,36,debt_consolidation,married,0,8763.0,own,bachelor,3,1,24.0,0.173,0.01,0.132,0,0.41
24,43585.0,8.0,599.0,12284,48,personal,divorced,1,30564.0,rent,bachelor,4,0,,0.701,0.282,0.157,0,0.312
20,5000.0,8.0,817.0,22666,24,personal,married,0,14905.0,mortgage,master,5,0,,2.98,4.532,0.35,0,0.01
34,60606.0,5.0,456.0,24172,48,debt_consolidation,single,0,0.0,rent,high_school,2,0,,0.0,0.399,0.252,0,0.381
50,53583.0,5.0,581.0,14558,36,debt_consolidation,married,2,46414.0,rent,bachelor,5,0,,0.866,0.272,0.164,0,0.264
65,86977.0,8.0,604.0,8765,60,education,divorced,2,1797.0,own,high_school,5,0,,0.021,0.101,0.118,1,0.92
29,65279.0,5.0,541.0,22345,24,personal,single,2,0.0,own,bachelor,4,0,,0.0,0.342,0.198,0,0.59
68,107272.0,4.0,831.0,3630,60,personal,widowed,0,,mortgage,bachelor,4,0,,,0.034,0.03,1,0.931
39,52676.0,3.0,830.0,1452,36,debt_consolidation,single,1,0.0,own,high_school,4,0,,0.0,0.028,0.03,1,0.882
39,47362.0,7.0,595.0,14115,24,home_improvement,married,0,38067.0,mortgage,high_school,6,0,,0.804,0.298,0.162,0,0.335
63,45391.0,4.0,751.0,30464,36,medical,married,2,20825.0,rent,high_school,2,0,,0.459,0.671,0.159,0,0.284
47,39010.0,4.0,698.0,30840,24,personal,married,0,41966.0,own,bachelor,8,0,,1.076,0.791,0.209,0,0.163
55,5000.0,5.0,782.0,1822,48,debt_consolidation,married,1,0.0,mortgage,bachelor,4,0,,0.0,0.364,0.082,1,0.602
55,44495.0,3.0,641.0,10627,72,medical,married,2,29170.0,mortgage,other,6,0,,0.656,0.239,0.127,0,0.34
62,5000.0,5.0,685.0,39339,12,debt_consolidation,married,1,0.0,other,high_school,1,1,45.0,0.0,7.866,0.35,0,0.02
68,61301.0,4.0,762.0,8116,48,debt_consolidation,married,0,15153.0,own,high_school,4,0,,0.247,0.132,0.045,1,0.772
25,18998.0,6.0,750.0,31197,36,home_improvement,married,1,,rent,bachelor,1,0,,,1.642,0.35,0,0.05
44,27642.0,5.0,662.0,24760,36,debt_consolidation,married,0,30809.0,mortgage,high_school,2,0,,1.115,0.896,0.248,0,0.06
44,33265.0,5.0,575.0,26909,36,medical,married,0,22148.0,rent,high_school,8,0,,0.666,0.809,0.274,0,0.167
51,44877.0,2.0,589.0,10541,60,medical,single,2,3027.0,rent,bachelor,4,0,,0.067,0.235,0.153,0,0.461
38,50172.0,5.0,502.0,10837,12,personal,married,1,26330.0,own,master,7,0,,0.525,0.216,0.192,0,0.379
47,77112.0,3.0,713.0,5894,60,home_improvement,single,1,8620.0,rent,master,7,0,,0.112,0.076,0.059,1,0.884
50,35562.0,3.0,667.0,22988,36,debt_consolidation,married,1,20403.0,rent,high_school,7,0,,0.574,0.646,0.196,0,0.308
45,62004.0,5.0,673.0,500,36,debt_consolidation,single,1,14435.0,other,high_school,4,0,,0.233,0.008,0.065,1,0.75
64,118272.0,4.0,648.0,13366,48,home_improvement,married,2,6803.0,rent,bachelor,4,0,,0.058,0.113,0.099,1,0.9
50,59434.0,3.0,559.0,31345,36,medical,single,0,0.0,mortgage,bachelor,5,0,,0.0,0.527,0.226,0,0.487
22,45488.0,4.0,675.0,20945,24,home_improvement,single,1,13050.0,rent,bachelor,4,0,,0.287,0.46,0.155,0,0.457
65,30521.0,2.0,698.0,25026,24,car,married,0,0.0,rent,bachelor,2,0,,0.0,0.82,0.215,0,0.29
36,45142.0,6.0,581.0,500,36,car,single,1,0.0,rent,high_school,8,0,,0.0,0.011,0.112,1,0.806
21,27844.0,7.0,648.0,5059,60,debt_consolidation,single,0,22457.0,own,high_school,4,0,,0.807,0.182,0.112,0,0.284
52,56717.0,3.0,598.0,26842,24,education,single,0,537.0,rent,master,3,0,,0.009,0.473,0.196,0,0.524
66,52589.0,5.0,633.0,16258,60,home_improvement,divorced,0,0.0,mortgage,bachelor,7,0,,0.0,0.309,0.145,1,0.764
34,,4.0,559.0,4604,36,personal,single,0,10034.0,mortgage,master,7,0,,0.201,0.092,0.305,0,0.01
61,49536.0,6.0,629.0,21264,60,medical,married,1,,own,bachelor,5,0,,,0.429,0.171,1,0.558
45,76904.0,6.0,780.0,9664,48,debt_consolidation,married,1,9074.0,rent,bachelor,1,0,,0.118,0.126,0.035,1,0.835
47,40022.0,2.0,610.0,40376,36,home_improvement,single,1,9056.0,rent,high_school,7,0,,0.226,1.009,0.297,0,0.27
46,33678.0,2.0,596.0,20990,72,medical,married,2,0.0,own,bachelor,3,0,,0.0,0.623,0.227,0,0.273
63,15557.0,5.0,601.0,5774,36,debt_consolidation,widowed,1,4010.0,mortgage,master,4,0,,0.258,0.371,0.174,0,0.311
23,5000.0,2.0,635.0,23810,48,business,married,0,25589.0,own,high_school,2,0,,5.117,4.761,0.35,0,0.01
52,70784.0,7.0,793.0,31148,48,debt_consolidation,single,1,22825.0,own,high_school,3,0,,0.322,0.44,0.092,1,0.746
58,45463.0,4.0,762.0,14940,36,car,married,0,4697.0,mortgage,bachelor,4,1,55.0,0.103,0.329,0.135,0,0.447
54,69301.0,5.0,639.0,7321,72,personal,married,2,18778.0,rent,bachelor,5,0,,0.271,0.106,0.102,1,0.714
41,88283.0,7.0,599.0,15443,60,car,married,3,11396.0,rent,bachelor,7,0,,0.129,0.175,0.136,1,0.859
46,73031.0,5.0,509.0,8872,60,home_improvement,divorced,2,5054.0,own,bachelor,3,0,,0.069,0.121,0.17,0,0.605
66,36441.0,7.0,577.0,12417,72,debt_consolidation,single,1,28700.0,rent,bachelor,4,0,,0.788,0.341,0.18,0,0.217
63,53622.0,1.0,492.0,1112,48,debt_consolidation,single,2,0.0,other,bachelor,2,0,,0.0,0.021,0.158,0,0.43
48,34631.0,3.0,709.0,23752,24,car,single,0,14598.0,own,bachelor,2,1,97.0,0.422,0.686,0.233,0,0.091
52,32293.0,4.0,757.0,3507,60,home_improvement,widowed,1,0.0,rent,high_school,4,0,,0.0,0.109,0.043,1,0.748
50,58570.0,9.0,620.0,21082,36,home_improvement,married,1,15408.0,rent,high_school,4,0,,0.263,0.36,0.162,1,0.626
69,29193.0,4.0,681.0,11959,36,personal,married,2,99.0,own,bachelor,3,0,,0.003,0.41,0.142,0,0.492
38,5000.0,5.0,563.0,17229,48,debt_consolidation,single,0,4274.0,own,bachelor,4,0,,0.855,3.445,0.35,0,0.021
49,27796.0,6.0,495.0,10253,72,car,married,1,5633.0,other,master,7,0,,0.203,0.369,0.226,0,0.387
40,42328.0,,654.0,16962,36,car,single,0,0.0,own,bachelor,5,0,,0.0,0.401,0.153,1,0.657
50,88035.0,3.0,681.0,19326,60,car,divorced,2,0.0,mortgage,bachelor,4,0,,0.0,0.22,0.104,1,0.818
20,37727.0,3.0,786.0,11491,48,home_improvement,married,1,22452.0,rent,high_school,4,0,,0.595,0.305,0.068,1,0.436
35,62798.0,5.0,815.0,500,24,debt_consolidation,married,0,11569.0,rent,bachelor,3,0,,0.184,0.008,0.03,1,0.859
42,45792.0,,628.0,18370,60,personal,single,2,31875.0,mortgage,high_school,4,1,115.0,0.696,0.401,0.216,0,0.133
59,80660.0,6.0,723.0,18908,72,home_improvement,married,0,0.0,mortgage,bachelor,2,0,,0.0,0.234,0.085,1,0.829
48,78927.0,6.0,675.0,673,36,car,single,2,22768.0,own,high_school,2,0,,0.288,0.009,0.064,1,0.731
20,79404.0,4.0,650.0,5189,36,education,single,3,16910.0,own,high_school,3,0,,0.213,0.065,0.088,1,0.764
57,6650.0,7.0,647.0,11522,36,debt_consolidation,single,2,27468.0,own,bachelor,2,0,,4.13,1.732,0.35,0,0.02
63,55168.0,4.0,638.0,500,60,business,married,4,8386.0,own,high_school,7,0,,0.152,0.009,0.083,1,0.766
41,68973.0,8.0,642.0,22079,12,car,single,2,11720.0,rent,bachelor,6,0,,0.17,0.32,0.143,1,0.781
67,59538.0,5.0,783.0,10112,36,education,single,2,0.0,mortgage,bachelor,6,0,,0.0,0.17,0.042,1,0.936
49,65915.0,5.0,667.0,17886,60,business,married,2,5941.0,own,master,5,1,56.0,0.09,0.271,0.171,0,0.515
64,,4.0,789.0,4377,48,personal,single,2,2630.0,rent,high_school,5,0,,0.053,0.088,0.03,1,0.843
39,31380.0,5.0,578.0,35175,36,home_improvement,single,0,0.0,own,high_school,2,0,,0.0,1.121,0.335,0,0.174
40,7573.0,2.0,423.0,794,60,personal,married,0,12042.0,rent,master,4,0,,1.59,0.105,0.21,0,0.011
19,33861.0,3.0,613.0,10015,72,debt_consolidation,single,0,24129.0,own,high_school,3,0,,0.713,0.296,0.153,0,0.184
44,116953.0,7.0,583.0,26991,72,education,single,1,27699.0,mortgage,master,9,0,,0.237,0.231,0.155,1,0.962
59,37859.0,5.0,531.0,3506,36,debt_consolidation,married,2,0.0,rent,high_school,2,0,,0.0,0.093,0.153,0,0.472
19,5000.0,6.0,754.0,15910,72,debt_consolidation,single,1,9454.0,mortgage,bachelor,3,0,,1.89,3.181,0.35,0,0.02
43,68316.0,7.0,543.0,21268,60,debt_consolidation,married,1,7981.0,own,high_school,8,0,,0.117,0.311,0.191,1,0.773
34,71387.0,2.0,697.0,500,36,debt_consolidation,single,0,32119.0,mortgage,bachelor,7,0,,0.45,0.007,0.053,1,0.764
57,82183.0,7.0,811.0,8313,48,debt_consolidation,divorced,0,36794.0,mortgage,master,6,0,,0.448,0.101,0.03,1,0.906
50,61774.0,5.0,558.0,16902,12,education,single,0,0.0,own,bachelor,6,0,,0.0,0.274,0.176,1,0.743
26,71140.0,5.0,632.0,19533,60,debt_consolidation,married,1,17297.0,rent,bachelor,1,0,,0.243,0.275,0.139,1,0.533
60,96005.0,7.0,758.0,6777,60,medical,married,0,17967.0,mortgage,high_school,4,0,,0.187,0.071,0.035,1,0.889
65,31363.0,6.0,617.0,33406,60,debt_consolidation,single,1,6992.0,own,master,2,0,,0.223,1.065,0.304,0,0.175
56,26404.0,5.0,677.0,19809,36,debt_consolidation,single,0,0.0,own,bachelor,4,0,,0.0,0.75,0.212,0,0.435
46,22635.0,0.0,701.0,22767,48,home_improvement,single,1,20581.0,rent,high_school,4,0,,0.909,1.006,0.251,0,0.057
59,43356.0,7.0,664.0,22180,36,home_improvement,single,0,28244.0,mortgage,high_school,2,0,,0.651,0.512,0.17,0,0.251
18,85836.0,5.0,614.0,101357,72,debt_consolidation,single,1,1795.0,rent,high_school,5,0,,0.021,1.181,0.094,1,0.874
52,63202.0,5.0,588.0,13852,60,personal,divorced,1,27946.0,rent,high_school,4,0,,0.442,0.219,0.15,0,0.465
67,62217.0,6.0,562.0,14838,24,debt_consolidation,single,0,10061.0,other,master,1,0,,0.162,0.238,0.167,1,0.48
42,5000.0,8.0,698.0,12456,36,medical,single,0,31329.0,own,bachelor,2,0,,6.265,2.491,0.35,0,0.01
41,32670.0,4.0,597.0,17075,60,debt_consolidation,married,3,31299.0,mortgage,high_school,4,0,,0.958,0.523,0.206,0,0.112
